prompt_id,model_name,control,mode,delta_i_values,ngram_novelty_values,char_entropy_values,qa_failure,reasoning_failures
qa103,microsoft/phi-2,none,natural_long,"[0.08716654777526855, 0.16148394346237183, 0.17685467004776, 0.26533663272857666, 0.15899479389190674, 0.1247287392616272, 0.23212510347366333, 0.3283805847167969, 0.49659818410873413, 0.08511501550674438]","[0.3950617283950617, 0.47959183673469385, 0.4835164835164835, 0.5402298850574713, 0.45, 0.2987012987012987, 0.3972602739726027, 0.5131578947368421, 0.5256410256410257, 0.45569620253164556]","[4.49909529181321, 4.527051062820692, 4.442486724755085, 4.331769105316668, 4.285592680798628, 4.5039413679005476, 4.600835433586414, 4.518309673431553, 4.530374072764833, 4.654421166284204, 4.633991257654913]",True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa104,microsoft/phi-2,none,natural_long,"[0.12728947401046753, 0.09654301404953003, 0.2611427903175354, 0.19982147216796875, 0.5098137855529785, 0.16402816772460938, 0.08713442087173462, 0.23306232690811157, 0.5137838125228882]","[0.4880952380952381, 0.44155844155844154, 0.52, 0.5595238095238095, 0.5168539325842697, 0.46987951807228917, 0.5, 0.5348837209302325, 0.5116279069767442]","[4.447229532677024, 4.528135748546559, 4.654747014040076, 4.774852760723314, 4.679287246257842, 4.646767291997606, 4.773900784042615, 4.8505666289521745, 4.7613626152375526, 4.597914844967047]",True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa105,microsoft/phi-2,none,natural_long,"[0.17930865287780762, 0.3394434452056885, 0.3979320526123047, 0.19431495666503906, 0.37607109546661377, 0.18263083696365356, 0.45740485191345215]","[0.5494505494505495, 0.5523809523809524, 0.4387755102040816, 0.5172413793103449, 0.45569620253164556, 0.48484848484848486, 0.5362318840579711]","[4.570753934350927, 4.539960237398981, 4.361217217638849, 4.433014302692509, 4.669499225282636, 4.79226245026119, 4.8339542453266695, 4.759871431939495]",True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa106,microsoft/phi-2,none,natural_long,"[0.15562188625335693, 0.34344130754470825, 0.46053993701934814, 0.28077584505081177, 0.16818177700042725, 0.22310125827789307, 0.4192935824394226, 0.17473018169403076, 0.251742959022522, 0.20448458194732666]","[0.4175824175824176, 0.4444444444444444, 0.47692307692307695, 0.5875, 0.5416666666666666, 0.5145631067961165, 0.4, 0.453125, 0.6323529411764706, 0.5979381443298969]","[4.2305401861963485, 4.425900350669382, 4.575690661319127, 4.495647376067559, 4.602614275201399, 4.4342980740950795, 4.331998269780245, 4.562022109378917, 4.838150378991095, 4.794015476995064, 4.4733407245073185]",True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa107,microsoft/phi-2,none,natural_long,"[0.1878909468650818, 0.2037419080734253, 0.12226611375808716, 0.18460553884506226, 0.08506864309310913, 0.16058349609375, 0.24044817686080933, 0.16725021600723267, 0.26060450077056885, 0.16460967063903809]","[0.5609756097560976, 0.4888888888888889, 0.4430379746835443, 0.4868421052631579, 0.5411764705882353, 0.5053763440860215, 0.4897959183673469, 0.5544554455445545, 0.5047619047619047, 0.5145631067961165]","[4.513433770412662, 4.4925883751513975, 4.374959853687455, 4.58549006957638, 4.627679349547758, 4.5733960394283075, 4.40658986920144, 4.526817574343886, 4.554723241337013, 4.279334335543173, 4.271361480617916]",False,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa108,microsoft/phi-2,none,natural_long,"[0.21224862337112427, 0.21761709451675415, 0.2513882517814636, 0.3320041298866272, 0.493475079536438, 0.14997625350952148, 0.25703608989715576, 0.2202613353729248, 0.28017473220825195, 0.18350434303283691]","[0.4838709677419355, 0.4222222222222222, 0.4027777777777778, 0.5833333333333334, 0.5287356321839081, 0.5463917525773195, 0.49523809523809526, 0.49, 0.48936170212765956, 0.5217391304347826]","[4.248325034437145, 4.425174476464459, 4.678374077127032, 4.593997141495014, 4.746880395677767, 4.790593523573712, 4.437266476725281, 4.294518945273316, 4.336939528327521, 4.5117519660554715, 4.538095838249151]",True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa109,microsoft/phi-2,none,natural_long,[],[],[],True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa110,microsoft/phi-2,none,natural_long,[],[],[],False,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa111,microsoft/phi-2,none,natural_long,[],[],[4.535807446139534],False,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa112,microsoft/phi-2,none,natural_long,[],[],[],False,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa113,microsoft/phi-2,none,natural_long,[],[],[4.531808366732662],False,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa114,microsoft/phi-2,none,natural_long,[],[],[],False,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa115,microsoft/phi-2,none,natural_long,"[0.14137780666351318, 0.05054229497909546, 0.33705073595046997, 0.16989761590957642, 0.3990151882171631, 0.29957830905914307, 0.34541046619415283, 0.16134005784988403, 0.7110139727592468, 0.42882418632507324]","[0.5151515151515151, 0.4838709677419355, 0.5473684210526316, 0.5048543689320388, 0.5098039215686274, 0.5196078431372549, 0.45652173913043476, 0.5517241379310345, 0.5208333333333334, 0.4838709677419355]","[4.364647307666962, 4.419323177887207, 4.429032971548328, 4.36020724587144, 4.381582200143793, 4.411019192562429, 4.406996317925255, 4.56361865965928, 4.529504107734901, 4.379555621217829, 4.438159285399614]",True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa116,microsoft/phi-2,none,natural_long,"[0.1395350694656372, 0.1620277762413025, 0.09171861410140991, 0.14560723304748535, 0.09674835205078125, 0.16819745302200317, 0.2612934708595276, 0.2475714087486267, 0.165718674659729, 0.2178395390510559]","[0.5227272727272727, 0.5463917525773195, 0.5048543689320388, 0.5096153846153846, 0.49, 0.54, 0.5094339622641509, 0.42857142857142855, 0.5595238095238095, 0.5108695652173914]","[4.332398738730392, 4.414864110852076, 4.3637678370760735, 4.259992133129586, 4.313836149768258, 4.372282231192194, 4.3649574971250376, 4.2689468403292725, 4.369198815414848, 4.513253524506264, 4.490866731893127]",True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa117,microsoft/phi-2,none,natural_long,[],[],[],False,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa118,microsoft/phi-2,none,natural_long,"[0.13889122009277344, 0.11350220441818237]","[0.4927536231884058, 0.5342465753424658]","[4.395122995276344, 4.512130990201671, 4.451204404646054]",True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa119,microsoft/phi-2,none,natural_long,[],[],[],False,"{'incoherence': True, 'contradiction': False, 'repetition': False}"
qa120,microsoft/phi-2,none,natural_long,[],[],[],True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa121,microsoft/phi-2,none,natural_long,[],[],[],False,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa122,microsoft/phi-2,none,natural_long,"[0.1508880853652954, 0.1699376106262207, 0.11639857292175293, 0.12339609861373901, 0.5065126419067383, 0.412706196308136, 0.13716644048690796, 0.5366513133049011, 0.14758378267288208]","[0.5283018867924528, 0.5092592592592593, 0.44680851063829785, 0.5851063829787234, 0.5094339622641509, 0.47, 0.5252525252525253, 0.4742268041237113, 0.5473684210526316]","[4.213435651740025, 4.257711883526638, 4.242428791801206, 4.436918278661854, 4.549434797947212, 4.388285786251707, 4.558539315201612, 4.458428994814471, 4.290119194842859, 4.37772848100818]",True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa123,microsoft/phi-2,none,natural_long,[],[],[],False,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa124,microsoft/phi-2,none,natural_long,"[0.07114660739898682, 0.14775818586349487, 0.04219996929168701, 0.1392040252685547, 0.2281450629234314, 0.06445693969726562, 0.24111974239349365, 0.5321018695831299, 0.36128002405166626, 0.0884585976600647]","[0.5102040816326531, 0.5, 0.4946236559139785, 0.4823529411764706, 0.5543478260869565, 0.49473684210526314, 0.5319148936170213, 0.5204081632653061, 0.46236559139784944, 0.45454545454545453]","[4.30860181290998, 4.349330620852562, 4.310916050290081, 4.343724772543108, 4.416986506971185, 4.368638090430265, 4.39890970904433, 4.426421408951335, 4.325142762200221, 4.373683894605684, 4.453848146566591]",True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa125,microsoft/phi-2,none,natural_long,[0.1990453600883484],[0.5154639175257731],"[4.548163840863488, 4.419184017827614]",False,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa126,microsoft/phi-2,none,natural_long,"[0.20038002729415894, 0.15771150588989258, 0.13853037357330322, 0.30943363904953003, 0.1938682198524475, 0.22213059663772583, 0.30694079399108887, 0.23613333702087402, 0.18004363775253296, 0.16755861043930054]","[0.5494505494505495, 0.5294117647058824, 0.44565217391304346, 0.5714285714285714, 0.51, 0.5151515151515151, 0.4897959183673469, 0.5, 0.5333333333333333, 0.5212765957446809]","[4.487139668759761, 4.473184979603944, 4.352119760267039, 4.446838852124735, 4.4799762373892476, 4.431941697306455, 4.45459134959474, 4.423811329972466, 4.389210580961468, 4.460781800931545, 4.416242301724638]",True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa127,microsoft/phi-2,none,natural_long,[],[],[],False,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa128,microsoft/phi-2,none,natural_long,"[0.2829807996749878, 0.18543708324432373, 0.13236308097839355, 0.15527254343032837, 0.27073150873184204, 0.1440114974975586, 0.1977097988128662, 0.09677445888519287]","[0.5306122448979592, 0.5, 0.5, 0.5053763440860215, 0.5108695652173914, 0.5631067961165048, 0.44761904761904764, 0.5052631578947369]","[4.463730518688632, 4.44689887153684, 4.373971410345455, 4.476934069255861, 4.511936220221703, 4.447559306121569, 4.345120664413768, 4.295345231823148, 4.420842767902879]",True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa129,microsoft/phi-2,none,natural_long,"[0.08003133535385132, 0.13816821575164795, 0.13700705766677856, 0.10298478603363037, 0.028089046478271484, 0.08324247598648071, 0.042485177516937256, 0.08574265241622925, 0.04060786962509155, 0.0744970440864563]","[0.38028169014084506, 0.3898305084745763, 0.26, 0.22727272727272727, 0.22727272727272727, 0.1590909090909091, 0.20454545454545456, 0.20930232558139536, 0.20930232558139536, 0.13953488372093023]","[4.572483640625524, 4.559978371037427, 4.591282785712178, 4.599208483490507, 4.566859215587103, 4.499904088126698, 4.489935045850157, 4.528432487450619, 4.504441638562986, 4.504025157168192, 4.559017044274799]",False,"{'incoherence': False, 'contradiction': False, 'repetition': True}"
qa130,microsoft/phi-2,none,natural_long,"[0.3068538308143616, 0.18419486284255981, 0.34659457206726074, 0.31061142683029175, 0.17657464742660522, 0.2556518316268921, 0.10713446140289307, 0.1565382480621338, 0.37361061573028564, 0.20384055376052856]","[0.4854368932038835, 0.52, 0.4948453608247423, 0.5208333333333334, 0.5294117647058824, 0.5, 0.5192307692307693, 0.49514563106796117, 0.5294117647058824, 0.5370370370370371]","[4.318524431491143, 4.335826444045554, 4.315206770146168, 4.346586207989391, 4.43288833422774, 4.417709181441539, 4.321301089168026, 4.316030318072691, 4.344469758822578, 4.314559090645717, 4.253657062708498]",True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa131,microsoft/phi-2,none,natural_long,"[0.16500484943389893, 0.08754289150238037, 0.16566824913024902, 0.27285462617874146, 0.1362818479537964, 0.28502875566482544, 0.21411114931106567, 0.11331719160079956, 0.09332937002182007, 0.057670414447784424]","[0.5263157894736842, 0.48484848484848486, 0.4948453608247423, 0.44086021505376344, 0.5, 0.4943820224719101, 0.5052631578947369, 0.5252525252525253, 0.49514563106796117, 0.5096153846153846]","[4.592249649807814, 4.532196294253978, 4.472273607803471, 4.434427615191375, 4.46148784302045, 4.579382913646452, 4.5785717614437935, 4.560357567054067, 4.528356749198239, 4.461291662005429, 4.4200728950928205]",True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa132,microsoft/phi-2,none,natural_long,[],[],[4.550518315778796],True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa133,microsoft/phi-2,none,natural_long,[],[],[],True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa134,microsoft/phi-2,none,natural_long,[0.1681675910949707],[0.4891304347826087],"[4.529718020789557, 4.513162071467403]",True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa135,microsoft/phi-2,none,natural_long,[0.10557687282562256],[0.5591397849462365],"[4.444359972987039, 4.446554589977565]",True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa136,microsoft/phi-2,none,natural_long,"[0.09656530618667603, 0.21724015474319458, 0.09842169284820557, 0.19527417421340942, 0.1640339493751526]","[0.5096153846153846, 0.42857142857142855, 0.5652173913043478, 0.4791666666666667, 0.5346534653465347]","[4.377314841863188, 4.351579362771338, 4.403751443703004, 4.442841726033856, 4.194985855887637, 4.265509792714265]",True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa137,microsoft/phi-2,none,natural_long,"[0.14377164840698242, 0.39921754598617554, 0.11923956871032715, 0.1211777925491333, 0.12242591381072998, 0.3694048523902893, 0.23056066036224365, 0.06954836845397949, 0.14467930793762207]","[0.5204081632653061, 0.52, 0.5242718446601942, 0.48514851485148514, 0.5252525252525253, 0.4731182795698925, 0.5222222222222223, 0.46511627906976744, 0.5]","[4.468905385918052, 4.490269350808317, 4.417650153717215, 4.38635571740821, 4.402429764353032, 4.392749983425762, 4.424779861044534, 4.408066065250505, 4.351635312200352, 4.406238526258637]",True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa138,microsoft/phi-2,none,natural_long,"[0.19027715921401978, 0.14144492149353027, 0.11401063203811646, 0.0916898250579834, 0.07119810581207275, 0.10989928245544434, 0.3024114966392517, 0.22150921821594238, 0.19451355934143066, 0.11768251657485962]","[0.5, 0.5242718446601942, 0.5327102803738317, 0.39805825242718446, 0.4791666666666667, 0.5247524752475248, 0.49504950495049505, 0.52, 0.5196078431372549, 0.5238095238095238]","[4.276539346569907, 4.333405127914145, 4.412272513841109, 4.41878623404489, 4.463756971241409, 4.550460990071764, 4.411019892748548, 4.3108648109787335, 4.360356098029233, 4.344830837223008, 4.2634936399357874]",True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa139,microsoft/phi-2,none,natural_long,"[0.3062228560447693, 0.19439953565597534, 0.12751811742782593, 0.19321030378341675, 0.10585612058639526, 0.2719535231590271, 0.14301592111587524, 0.0809968113899231, 0.25929296016693115, 0.42893457412719727]","[0.509090909090909, 0.4807692307692308, 0.5098039215686274, 0.5047619047619047, 0.5229357798165137, 0.504424778761062, 0.45454545454545453, 0.5106382978723404, 0.48514851485148514, 0.5384615384615384]","[4.413248800249549, 4.381355762560443, 4.3092340607981825, 4.281362707517565, 4.344327650433388, 4.372479420018635, 4.372932555823294, 4.411883728625436, 4.407445190499387, 4.341189169679016, 4.296266785154273]",True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa140,microsoft/phi-2,none,natural_long,"[0.0969170331954956, 0.22312897443771362, 0.12082028388977051, 0.1546197533607483, 0.2350454330444336, 0.7783079147338867, 0.37770551443099976, 0.3774775266647339, 0.48252594470977783, 0.14457768201828003]","[0.5283018867924528, 0.4953271028037383, 0.5188679245283019, 0.4752475247524752, 0.4588235294117647, 0.5324675324675324, 0.5842696629213483, 0.5247524752475248, 0.4318181818181818, 0.48717948717948717]","[4.266630423988864, 4.298790462812123, 4.24133414070639, 4.28928767568654, 4.442519604714704, 4.552502653846948, 4.52532825552925, 4.421793973636782, 4.2852971517526965, 4.372730727059156, 4.483840202297793]",True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa141,microsoft/phi-2,none,natural_long,"[0.09663158655166626, 0.12427270412445068, 0.09855926036834717, 0.15090394020080566, 0.16682469844818115, 0.2828841805458069, 0.2875378727912903, 0.31430524587631226, 0.1361546516418457, 0.08678305149078369]","[0.5145631067961165, 0.5, 0.47474747474747475, 0.5157894736842106, 0.52, 0.5142857142857142, 0.49523809523809526, 0.5096153846153846, 0.46, 0.5353535353535354]","[4.2923281048524204, 4.350077344428535, 4.370304465871921, 4.386097123163475, 4.426507425288931, 4.395274023320071, 4.298201215952427, 4.281160332734934, 4.354587025310748, 4.349115322345564, 4.339321301012977]",True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa142,microsoft/phi-2,none,natural_long,"[0.19411015510559082, 0.18014174699783325, 0.11169719696044922, 0.31296539306640625, 0.0861208438873291, 0.2914097309112549]","[0.4470588235294118, 0.5909090909090909, 0.5238095238095238, 0.5, 0.46236559139784944, 0.5238095238095238]","[4.295628296245167, 4.394580091501258, 4.4303275008441325, 4.310727870814891, 4.280103929383387, 4.403642523786065, 4.502575199264412]",True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa143,microsoft/phi-2,none,natural_long,[],[],[4.543064411647592],True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa144,microsoft/phi-2,none,natural_long,"[0.3193795680999756, 0.4208837151527405, 0.1576317548751831, 0.15967309474945068, 0.17212581634521484, 0.1799488067626953, 0.5795840620994568, 0.42888736724853516, 0.21670979261398315, 0.26558923721313477]","[0.47368421052631576, 0.43820224719101125, 0.5164835164835165, 0.5111111111111111, 0.5113636363636364, 0.5473684210526316, 0.5, 0.5, 0.494949494949495, 0.5]","[4.442943193969101, 4.494158160136041, 4.5064867347745565, 4.426928774813238, 4.469407469950164, 4.521520229407675, 4.497192409391027, 4.371454924189249, 4.324944228922514, 4.403473982517427, 4.426103972432144]",True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa145,microsoft/phi-2,none,natural_long,"[0.18770599365234375, 0.12632089853286743, 0.2544984817504883, 0.1005319356918335, 0.21421706676483154, 0.10491693019866943, 0.12036925554275513, 0.10746490955352783, 0.12131667137145996, 0.23905152082443237]","[0.5130434782608696, 0.47706422018348627, 0.5046728971962616, 0.46938775510204084, 0.5510204081632653, 0.48, 0.5051546391752577, 0.4631578947368421, 0.532608695652174, 0.4946236559139785]","[4.26136848288374, 4.254351763727644, 4.297569426446049, 4.269531604682467, 4.347497615051521, 4.327793682491977, 4.274410861011457, 4.291243623082588, 4.346248683380929, 4.400100375585958, 4.394230207470155]",True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa146,microsoft/phi-2,none,natural_long,[],[],[],False,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa147,microsoft/phi-2,none,natural_long,"[0.37652480602264404, 0.13149094581604004, 0.4731639623641968, 0.3008856773376465, 0.3005533218383789, 0.3336440324783325, 0.3272132873535156, 0.3828566074371338]","[0.53, 0.4742268041237113, 0.5263157894736842, 0.5051546391752577, 0.5204081632653061, 0.5, 0.5252525252525253, 0.46808510638297873]","[4.227357294971102, 4.30186818529918, 4.400988765309188, 4.439886953502447, 4.467020612824042, 4.4393500810285325, 4.399493546664518, 4.381327372853167, 4.438956207854533]",True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa148,microsoft/phi-2,none,natural_long,"[0.27413052320480347, 0.04958152770996094, 0.35455024242401123, 0.09424757957458496, 0.07276320457458496, 0.17949020862579346, 0.176433265209198, 0.10059535503387451, 0.3314478397369385, 0.2240816354751587]","[0.4946236559139785, 0.5263157894736842, 0.4946236559139785, 0.5056179775280899, 0.5252525252525253, 0.47058823529411764, 0.4946236559139785, 0.5, 0.5222222222222223, 0.5212765957446809]","[4.283976775856255, 4.377384730791933, 4.346420839029285, 4.274129553905175, 4.315253575306863, 4.347452062968147, 4.288253995245833, 4.327026038548247, 4.370819602506775, 4.396315218159666, 4.439377802234312]",False,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa149,microsoft/phi-2,none,natural_long,"[0.20014351606369019, 0.22064411640167236, 0.3150349259376526, 0.1607513427734375, 0.3771279454231262, 0.2860488295555115, 0.11500877141952515, 0.25222498178482056, 0.3514441251754761, 0.388736367225647]","[0.4897959183673469, 0.5252525252525253, 0.4842105263157895, 0.5473684210526316, 0.4742268041237113, 0.49473684210526314, 0.5052631578947369, 0.4387755102040816, 0.4891304347826087, 0.5106382978723404]","[4.441331894169839, 4.3751284010791665, 4.317772001992281, 4.495986765825605, 4.490081925158969, 4.393848859106739, 4.441443053943971, 4.390503698513655, 4.3561349025513385, 4.418208342199591, 4.3270759803069065]",True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
rsn000,microsoft/phi-2,none,natural_long,[],[],[4.501344708188036],False,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
rsn001,microsoft/phi-2,none,natural_long,[],[],[],True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
rsn002,microsoft/phi-2,none,natural_long,[],[],[],True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
rsn003,microsoft/phi-2,none,natural_long,"[0.1698530912399292, 0.2537251114845276]","[0.5161290322580645, 0.4482758620689655]","[4.504078587349678, 4.470605260700263, 4.48668372230303]",False,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
rsn004,microsoft/phi-2,none,natural_long,"[0.6052789688110352, 0.1787281632423401]","[0.5052631578947369, 0.5106382978723404]","[4.315905769306738, 4.357140227382612, 4.4324292282144855]",False,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
rsn005,microsoft/phi-2,none,natural_long,[],[],[4.634833877472499],True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
rsn006,microsoft/phi-2,none,natural_long,[],[],[],False,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
rsn007,microsoft/phi-2,none,natural_long,[],[],[],False,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
rsn008,microsoft/phi-2,none,natural_long,[],[],[],True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
rsn009,microsoft/phi-2,none,natural_long,[],[],[],True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
rsn010,microsoft/phi-2,none,natural_long,[],[],[],True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
rsn011,microsoft/phi-2,none,natural_long,[],[],[],False,"{'incoherence': True, 'contradiction': False, 'repetition': False}"
rsn012,microsoft/phi-2,none,natural_long,[],[],[],False,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
rsn013,microsoft/phi-2,none,natural_long,[],[],[],False,"{'incoherence': True, 'contradiction': False, 'repetition': False}"
rsn014,microsoft/phi-2,none,natural_long,"[0.08833187818527222, 0.09551489353179932, 0.1803455352783203, 0.14556008577346802, 0.33015650510787964]","[0.5, 0.45977011494252873, 0.5180722891566265, 0.47368421052631576, 0.52]","[4.453092515440447, 4.470459197663313, 4.536310081794473, 4.623694318555486, 4.555978163895783, 4.385170093231956]",True,"{'incoherence': False, 'contradiction': True, 'repetition': False}"
rsn015,microsoft/phi-2,none,natural_long,[],[],[],False,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
rsn016,microsoft/phi-2,none,natural_long,[],[],[],True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
rsn017,microsoft/phi-2,none,natural_long,[],[],[],True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
rsn018,microsoft/phi-2,none,natural_long,[],[],[],True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
rsn019,microsoft/phi-2,none,natural_long,[],[],[],False,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
rsn020,microsoft/phi-2,none,natural_long,[0.2349817156791687],[0.5454545454545454],"[4.6521198358537195, 4.620496980725137]",False,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
rsn021,microsoft/phi-2,none,natural_long,[],[],[4.153956233770438],True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
rsn022,microsoft/phi-2,none,natural_long,[],[],[],True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
rsn023,microsoft/phi-2,none,natural_long,[],[],[],True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
rsn024,microsoft/phi-2,none,natural_long,[],[],[],False,"{'incoherence': True, 'contradiction': False, 'repetition': False}"
rsn025,microsoft/phi-2,none,natural_long,[],[],[],False,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
rsn026,microsoft/phi-2,none,natural_long,[],[],[],True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
rsn027,microsoft/phi-2,none,natural_long,"[0.11166417598724365, 0.12420427799224854, 0.3569156527519226]","[0.5176470588235295, 0.4782608695652174, 0.48314606741573035]","[4.458591030960913, 4.312007235523596, 4.276070215686683, 4.53209999490058]",True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
rsn028,microsoft/phi-2,none,natural_long,[],[],[],True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
rsn029,microsoft/phi-2,none,natural_long,"[0.26091665029525757, 0.28201133012771606, 0.18261128664016724, 0.22598260641098022]","[0.5145631067961165, 0.5096153846153846, 0.5045871559633027, 0.4803921568627451]","[4.221406109931442, 4.214655578868981, 4.20888839257987, 4.171891544504976, 4.231633143041301]",True,"{'incoherence': False, 'contradiction': True, 'repetition': False}"
rsn030,microsoft/phi-2,none,natural_long,[],[],[],False,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
rsn031,microsoft/phi-2,none,natural_long,[],[],[],True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
rsn032,microsoft/phi-2,none,natural_long,[],[],[4.221536854710434],True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
rsn033,microsoft/phi-2,none,natural_long,[],[],[4.724320963308164],False,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
rsn034,microsoft/phi-2,none,natural_long,[],[],[],True,"{'incoherence': True, 'contradiction': False, 'repetition': False}"
rsn035,microsoft/phi-2,none,natural_long,[],[],[],True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
rsn036,microsoft/phi-2,none,natural_long,[0.3262123465538025],[0.5172413793103449],"[4.502224207389071, 4.518669550477014]",True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
rsn037,microsoft/phi-2,none,natural_long,[],[],[],True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
rsn038,microsoft/phi-2,none,natural_long,[],[],[],False,"{'incoherence': True, 'contradiction': False, 'repetition': False}"
rsn039,microsoft/phi-2,none,natural_long,[],[],[],True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
rsn040,microsoft/phi-2,none,natural_long,[],[],[],True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
rsn041,microsoft/phi-2,none,natural_long,[],[],[],True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
rsn042,microsoft/phi-2,none,natural_long,"[0.1823161244392395, 0.12600988149642944]","[0.5047619047619047, 0.5]","[4.306840580433609, 4.247791401327916, 4.320179947119189]",False,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
rsn043,microsoft/phi-2,none,natural_long,[],[],[],True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
rsn044,microsoft/phi-2,none,natural_long,"[0.1195877194404602, 0.450387179851532, 0.4560120701789856, 0.1502501368522644, 0.24886858463287354, 0.3140386939048767, 0.159776508808136, 0.2162696123123169, 0.16499441862106323, 0.34256410598754883]","[0.49411764705882355, 0.5119047619047619, 0.5340909090909091, 0.4943820224719101, 0.5333333333333333, 0.5108695652173914, 0.5360824742268041, 0.4897959183673469, 0.5050505050505051, 0.5102040816326531]","[4.350155376262307, 4.458063373566579, 4.385418173761581, 4.452096363744645, 4.48023711167203, 4.368097201754238, 4.467756634564585, 4.450122384968817, 4.453595178575863, 4.434269805355461, 4.427885274159]",False,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
rsn045,microsoft/phi-2,none,natural_long,[],[],[],True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
